               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.030639,            0.010225,           0.0026317,             0.95501,              0.9836,             0.99326,             0.74904,            0.028861,           0.0083088,            0.001936,            0.005446,            0.005446,            0.005446
                  25,            0.034456,           0.0093473,           0.0022593,             0.97693,             0.99599,             0.99295,             0.83651,             0.03695,           0.0074613,           0.0018581,            0.005248,            0.005248,            0.005248
                  26,            0.040035,           0.0093025,           0.0022031,             0.97701,             0.99594,             0.99409,             0.56594,            0.029043,           0.0077774,           0.0019793,             0.00505,             0.00505,             0.00505
                  27,            0.034799,           0.0089392,           0.0025806,             0.95503,             0.98917,             0.99322,              0.8033,            0.021506,           0.0076188,            0.002242,            0.004852,            0.004852,            0.004852
                  28,            0.026007,           0.0090644,           0.0030324,              0.9792,             0.97619,             0.99409,              0.6356,            0.025944,           0.0073741,           0.0020993,            0.004654,            0.004654,            0.004654
                  29,             0.03204,           0.0085188,           0.0023553,             0.98419,             0.97619,             0.99409,             0.82617,            0.022136,           0.0071587,           0.0018665,            0.004456,            0.004456,            0.004456
                  30,             0.03103,           0.0078523,           0.0021587,             0.97683,             0.97619,             0.99409,             0.80988,            0.023943,           0.0070408,           0.0017848,            0.004258,            0.004258,            0.004258
                  31,            0.026616,            0.008404,           0.0020343,             0.95748,             0.99991,             0.99409,             0.77407,            0.021923,           0.0070843,           0.0017437,             0.00406,             0.00406,             0.00406
                  32,            0.027872,           0.0076552,           0.0018973,             0.97649,             0.98505,             0.99409,             0.83688,             0.02086,           0.0067944,           0.0015654,            0.003862,            0.003862,            0.003862
                  33,            0.027429,           0.0077389,           0.0017816,             0.97377,             0.98251,             0.99409,             0.85304,            0.020625,           0.0066658,           0.0014841,            0.003664,            0.003664,            0.003664
                  34,            0.024934,           0.0077469,           0.0017359,             0.96041,             0.99994,             0.99409,             0.86093,            0.018605,           0.0065562,           0.0015364,            0.003466,            0.003466,            0.003466
                  35,            0.025683,           0.0074749,           0.0017471,             0.96222,             0.99994,             0.99409,             0.84113,            0.018765,           0.0063658,            0.001523,            0.003268,            0.003268,            0.003268
                  36,            0.023684,           0.0070862,           0.0017098,             0.96402,             0.99997,             0.99409,             0.80451,            0.018769,           0.0062005,           0.0013975,             0.00307,             0.00307,             0.00307
                  37,            0.023759,           0.0070932,           0.0014786,              0.9997,             0.97619,             0.99409,             0.81061,            0.016638,           0.0062026,           0.0012336,            0.002872,            0.002872,            0.002872
                  38,            0.022279,           0.0069779,           0.0011886,              0.9992,             0.97619,             0.99409,             0.85783,            0.018755,           0.0058151,            0.001085,            0.002674,            0.002674,            0.002674
                  39,            0.021366,           0.0063272,           0.0012067,              0.9995,             0.97619,             0.99409,             0.85995,            0.015339,           0.0058618,           0.0011313,            0.002476,            0.002476,            0.002476
                  40,             0.01932,           0.0069666,           0.0011132,             0.99683,             0.97619,             0.99409,              0.8245,            0.015062,            0.005794,           0.0011335,            0.002278,            0.002278,            0.002278
                  41,            0.018171,           0.0065935,           0.0011366,             0.97092,                   1,             0.99409,             0.86913,            0.014165,           0.0057098,           0.0011058,             0.00208,             0.00208,             0.00208
                  42,            0.018417,           0.0064867,           0.0010647,             0.97112,             0.99992,             0.99409,              0.8378,             0.01425,           0.0056002,           0.0010378,            0.001882,            0.001882,            0.001882
                  43,            0.018385,           0.0062603,          0.00099797,             0.97199,                   1,             0.99409,              0.8729,            0.013059,           0.0054999,           0.0010227,            0.001684,            0.001684,            0.001684
                  44,            0.016273,           0.0061364,          0.00095298,             0.99787,             0.97615,             0.99409,             0.88556,             0.01184,            0.005419,          0.00096731,            0.001486,            0.001486,            0.001486
                  45,            0.015853,           0.0055572,          0.00088361,             0.99944,             0.97619,             0.99409,             0.88952,            0.011212,           0.0053678,          0.00091158,            0.001288,            0.001288,            0.001288
                  46,            0.013181,           0.0055179,          0.00089111,             0.99871,             0.97619,             0.99409,             0.89344,            0.011285,           0.0053072,            0.000851,             0.00109,             0.00109,             0.00109
                  47,            0.013736,           0.0058684,          0.00085726,             0.99957,             0.97609,             0.99409,             0.89256,            0.010923,           0.0052397,           0.0007893,            0.000892,            0.000892,            0.000892
                  48,            0.012236,           0.0055951,          0.00071397,              0.9975,                   1,               0.995,             0.89979,            0.010801,           0.0051619,          0.00073664,            0.000694,            0.000694,            0.000694
                  49,            0.013431,           0.0055777,          0.00071759,             0.99793,             0.99967,               0.995,             0.89403,            0.010442,           0.0051137,          0.00069224,            0.000496,            0.000496,            0.000496
